Indikator,Ausprägung,Jahr,Räumliche Gliederung,Indikatorwert,Basiswert 1,Basiswert 2,Name Basiswert 1,Name Basiswert 2
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2015,20 Hadern,37.1,43,116,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2015,21 Pasing - Obermenzing,15.8,53,335,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2015,22 Aubing - Lochhausen - Langwied,21.3,65,305,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2015,23 Allach - Untermenzing,50.8,66,130,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2015,24 Feldmoching - Hasenbergl,66.1,113,171,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2015,25 Laim,5.3,7,131,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,Stadt München,13.4,888,6648,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,01 Altstadt - Lehel,0,0,16,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,02 Ludwigsvorstadt - Isarvorstadt,1.6,1,61,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,03 Maxvorstadt,0.6,1,177,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,04 Schwabing - West,2.3,5,222,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,05 Au - Haidhausen,4,9,225,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,06 Sendling,2.9,3,104,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,07 Sendling - Westpark,2.4,19,788,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,08 Schwanthalerhöhe,0,0,25,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,09 Neuhausen - Nymphenburg,8.7,15,172,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,10 Moosach,19.3,36,187,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,11 Milbertshofen - Am Hart,4.9,22,450,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,12 Schwabing - Freimann,5.8,26,452,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,13 Bogenhausen,20.1,47,234,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,14 Berg am Laim,6.9,17,245,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,15 Trudering - Riem,26.3,149,567,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,16 Ramersdorf - Perlach,19.9,74,371,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,17 Obergiesing - Fasangarten,2.1,11,519,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,18 Untergiesing - Harlaching,9.9,9,91,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,10.5,72,684,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,20 Hadern,16.1,37,230,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,21 Pasing - Obermenzing,27.8,67,241,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,22 Aubing - Lochhausen - Langwied,47.6,81,170,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,23 Allach - Untermenzing,48.9,88,180,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,24 Feldmoching - Hasenbergl,54.2,90,166,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,25 Laim,12.7,9,71,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,Stadt München,13.5,954,7058,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,01 Altstadt - Lehel,88,0,0,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,02 Ludwigsvorstadt - Isarvorstadt,1.6,1,63,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,03 Maxvorstadt,0.5,1,213,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,04 Schwabing - West,2.6,8,306,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,05 Au - Haidhausen,3.7,1,27,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,06 Sendling,0,0,39,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,07 Sendling - Westpark,8.8,21,240,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,08 Schwanthalerhöhe,0,0,45,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,09 Neuhausen - Nymphenburg,2.5,12,484,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,10 Moosach,13.1,37,282,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,11 Milbertshofen - Am Hart,13.3,22,166,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,12 Schwabing - Freimann,5.2,50,970,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,13 Bogenhausen,15.9,66,416,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,14 Berg am Laim,13.6,16,118,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,15 Trudering - Riem,29.8,97,325,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,16 Ramersdorf - Perlach,19.9,84,422,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,17 Obergiesing - Fasangarten,5,17,343,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,18 Untergiesing - Harlaching,16.3,13,80,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,6.1,66,1074,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,20 Hadern,25.1,66,263,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,21 Pasing - Obermenzing,20.3,80,394,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,22 Aubing - Lochhausen - Langwied,43.8,112,256,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,23 Allach - Untermenzing,57.9,66,114,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,24 Feldmoching - Hasenbergl,29.8,104,349,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,25 Laim,20.3,14,69,Fertiggestellte Wohnungen in Ein- und Zweifamilienhäusern,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,Stadt München,37.8,2912,7708,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,01 Altstadt - Lehel,8.7,2,23,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,02 Ludwigsvorstadt - Isarvorstadt,51.7,15,29,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,03 Maxvorstadt,41.1,39,95,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,04 Schwabing - West,27.4,20,73,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,05 Au - Haidhausen,36.6,97,265,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,06 Sendling,90,288,320,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,07 Sendling - Westpark,39.8,142,357,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,08 Schwanthalerhöhe,50,13,26,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,09 Neuhausen - Nymphenburg,75.6,158,209,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,10 Moosach,57.8,174,301,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,11 Milbertshofen - Am Hart,32.8,86,262,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,12 Schwabing - Freimann,33.7,275,815,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,13 Bogenhausen,25.8,123,476,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,14 Berg am Laim,14.1,13,92,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,15 Trudering - Riem,24.5,187,763,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,16 Ramersdorf - Perlach,32.8,194,592,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,17 Obergiesing - Fasangarten,74.4,174,234,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,18 Untergiesing - Harlaching,12.6,26,206,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,21.9,111,508,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,20 Hadern,26.5,36,136,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,21 Pasing - Obermenzing,43.7,263,602,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,22 Aubing - Lochhausen - Langwied,46.6,331,710,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,23 Allach - Untermenzing,30.4,59,194,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,24 Feldmoching - Hasenbergl,23.2,72,310,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2017,25 Laim,12.7,14,110,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2016,Stadt München,37.2,2705,7278,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2016,01 Altstadt - Lehel,32.1,43,134,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2016,02 Ludwigsvorstadt - Isarvorstadt,28.2,107,379,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2016,03 Maxvorstadt,37.1,23,62,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2016,04 Schwabing - West,53.2,184,346,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2016,05 Au - Haidhausen,5.9,1,17,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2016,06 Sendling,35.1,91,259,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2016,07 Sendling - Westpark,40.6,123,303,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2016,08 Schwanthalerhöhe,88,0,0,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2016,09 Neuhausen - Nymphenburg,31,110,355,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2016,10 Moosach,46,167,363,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnungen mit 1- und 2 Räumen,2016,11 Milbertshofen - Am Hart,70.4,424,602,Fertiggestellte Wohnungen mit 1- und 2 Räumen (einschließlich Küche) ,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
