Indikator,Ausprägung,Jahr,Räumliche Gliederung,Indikatorwert,Basiswert 1,Basiswert 2,Name Basiswert 1,Name Basiswert 2
Baufertigstellungen,Wohnfläche,2017,Stadt München,77.7,599172,7708,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,01 Altstadt - Lehel,152.4,3506,23,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,02 Ludwigsvorstadt - Isarvorstadt,77,2232,29,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,03 Maxvorstadt,94.3,8962,95,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,04 Schwabing - West,98.5,7191,73,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,05 Au - Haidhausen,73,19338,265,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,06 Sendling,28,8975,320,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,07 Sendling - Westpark,70.5,25186,357,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,08 Schwanthalerhöhe,80.7,2099,26,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,09 Neuhausen - Nymphenburg,85.3,17827,209,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,10 Moosach,57.6,17344,301,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,11 Milbertshofen - Am Hart,77.6,20337,262,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,12 Schwabing - Freimann,74.3,60515,815,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,13 Bogenhausen,96.9,46122,476,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,14 Berg am Laim,85.7,7881,92,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,15 Trudering - Riem,84.9,64744,763,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,16 Ramersdorf - Perlach,74.2,43898,592,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,17 Obergiesing - Fasangarten,48.4,11320,234,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,18 Untergiesing - Harlaching,117.8,24270,206,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,89.4,45410,508,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,20 Hadern,97.3,13239,136,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,21 Pasing - Obermenzing,78.6,47321,602,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,22 Aubing - Lochhausen - Langwied,68.5,48660,710,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,23 Allach - Untermenzing,90.1,17484,194,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,24 Feldmoching - Hasenbergl,82.7,25626,310,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2017,25 Laim,88,9685,110,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,Stadt München,75.4,548542,7278,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,01 Altstadt - Lehel,80.7,10818,134,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,02 Ludwigsvorstadt - Isarvorstadt,80.7,30581,379,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,03 Maxvorstadt,74.7,4630,62,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,04 Schwabing - West,65.4,22623,346,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,05 Au - Haidhausen,64.6,1098,17,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,06 Sendling,72.6,18809,259,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,07 Sendling - Westpark,70.9,21490,303,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,08 Schwanthalerhöhe,88,0,0,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,09 Neuhausen - Nymphenburg,82.6,29307,355,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,10 Moosach,60.6,21996,363,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,11 Milbertshofen - Am Hart,47.6,28664,602,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,12 Schwabing - Freimann,87.6,48070,549,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,13 Bogenhausen,82.8,43145,521,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,14 Berg am Laim,73.1,11178,153,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,15 Trudering - Riem,89.5,39018,436,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,16 Ramersdorf - Perlach,62.5,28618,458,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,17 Obergiesing - Fasangarten,70.3,9064,129,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,18 Untergiesing - Harlaching,94.4,8403,89,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,88.2,18692,212,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,20 Hadern,101.1,13956,138,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,21 Pasing - Obermenzing,80.4,56669,705,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,22 Aubing - Lochhausen - Langwied,74.1,37331,504,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,23 Allach - Untermenzing,86.2,16031,186,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,24 Feldmoching - Hasenbergl,75.5,16686,221,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2016,25 Laim,74.3,11665,157,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,Stadt München,76.3,448437,5875,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,01 Altstadt - Lehel,88,0,0,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,02 Ludwigsvorstadt - Isarvorstadt,77.5,6896,89,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,03 Maxvorstadt,81,5100,63,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,04 Schwabing - West,75.5,31716,420,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,05 Au - Haidhausen,92.2,10239,111,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,06 Sendling,68.2,7906,116,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,07 Sendling - Westpark,80.3,25772,321,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,08 Schwanthalerhöhe,78,1404,18,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,09 Neuhausen - Nymphenburg,79.5,29508,371,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,10 Moosach,76.5,12246,160,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,11 Milbertshofen - Am Hart,39.1,7773,199,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,12 Schwabing - Freimann,66.4,22849,344,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,13 Bogenhausen,134.8,28030,208,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,14 Berg am Laim,80,14798,185,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,15 Trudering - Riem,86.8,37251,429,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,16 Ramersdorf - Perlach,52.3,55030,1053,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,17 Obergiesing - Fasangarten,68.9,17356,252,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,18 Untergiesing - Harlaching,104.6,7324,70,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,85.7,23823,278,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,20 Hadern,98.4,11412,116,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,21 Pasing - Obermenzing,84.8,28409,335,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,22 Aubing - Lochhausen - Langwied,76.2,23235,305,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,23 Allach - Untermenzing,92.4,12018,130,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,24 Feldmoching - Hasenbergl,105.3,18012,171,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2015,25 Laim,78.9,10330,131,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,Stadt München,79.3,527057,6648,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,01 Altstadt - Lehel,126.8,2029,16,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,02 Ludwigsvorstadt - Isarvorstadt,84.2,5136,61,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,03 Maxvorstadt,80.6,14263,177,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,04 Schwabing - West,64.1,14221,222,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,05 Au - Haidhausen,68,15310,225,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,06 Sendling,71.2,7409,104,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,07 Sendling - Westpark,73.9,58206,788,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,08 Schwanthalerhöhe,65.6,1641,25,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,09 Neuhausen - Nymphenburg,77.8,13383,172,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,10 Moosach,80.2,14996,187,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,11 Milbertshofen - Am Hart,43.1,19384,450,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,12 Schwabing - Freimann,76.6,34630,452,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,13 Bogenhausen,105.4,24674,234,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,14 Berg am Laim,77.5,18997,245,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,15 Trudering - Riem,88.2,49987,567,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,16 Ramersdorf - Perlach,66.3,24600,371,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,17 Obergiesing - Fasangarten,72.1,37406,519,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,18 Untergiesing - Harlaching,108.6,9881,91,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,85.3,58372,684,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,20 Hadern,93.5,21510,230,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,21 Pasing - Obermenzing,100.3,24172,241,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,22 Aubing - Lochhausen - Langwied,103.6,17604,170,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,23 Allach - Untermenzing,95,17091,180,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,24 Feldmoching - Hasenbergl,99.1,16445,166,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2014,25 Laim,80.4,5710,71,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2013,Stadt München,74.7,526983,7058,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2013,01 Altstadt - Lehel,88,0,0,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2013,02 Ludwigsvorstadt - Isarvorstadt,107.9,6797,63,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2013,03 Maxvorstadt,93.2,19850,213,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2013,04 Schwabing - West,83,25387,306,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2013,05 Au - Haidhausen,87.8,2371,27,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2013,06 Sendling,54,2106,39,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2013,07 Sendling - Westpark,72.2,17317,240,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baufertigstellungen,Wohnfläche,2013,08 Schwanthalerhöhe,63.2,2843,45,Summe Wohnflächen von allen fertiggestellten Wohnungen,Alle fertiggestellten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
