Indikator,Ausprägung,Jahr,Räumliche Gliederung,Indikatorwert,Basiswert 1,Basiswert 2,Name Basiswert 1,Name Basiswert 2
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2015,20 Hadern,36.4,32,88,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2015,21 Pasing - Obermenzing,17.1,67,392,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2015,22 Aubing - Lochhausen - Langwied,12.8,55,429,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2015,23 Allach - Untermenzing,39.6,63,159,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2015,24 Feldmoching - Hasenbergl,23.7,50,211,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2015,25 Laim,7.5,11,146,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,Stadt München,11.5,877,7627,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,01 Altstadt - Lehel,100,2,2,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,02 Ludwigsvorstadt - Isarvorstadt,0,0,62,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,03 Maxvorstadt,3.1,4,128,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,04 Schwabing - West,2,4,202,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,05 Au - Haidhausen,5.7,9,157,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,06 Sendling,0,0,564,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,07 Sendling - Westpark,6.2,35,562,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,08 Schwanthalerhöhe,88,0,0,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,09 Neuhausen - Nymphenburg,9.8,5,51,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,10 Moosach,4.6,28,604,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,11 Milbertshofen - Am Hart,13.2,27,205,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,12 Schwabing - Freimann,6.3,48,766,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,13 Bogenhausen,30.6,52,170,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,14 Berg am Laim,6.3,16,256,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,15 Trudering - Riem,17.6,96,546,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,16 Ramersdorf - Perlach,6.2,56,909,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,17 Obergiesing - Fasangarten,10.7,9,84,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,18 Untergiesing - Harlaching,17.2,20,116,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,13.1,46,351,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,20 Hadern,22.8,38,167,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,21 Pasing - Obermenzing,10,58,578,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,22 Aubing - Lochhausen - Langwied,15.8,67,423,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,23 Allach - Untermenzing,51.2,87,170,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,24 Feldmoching - Hasenbergl,47,155,330,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2014,25 Laim,6.7,15,224,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,Stadt München,12.3,748,6100,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,01 Altstadt - Lehel,0,0,14,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,02 Ludwigsvorstadt - Isarvorstadt,0,0,71,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,03 Maxvorstadt,3.2,1,31,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,04 Schwabing - West,0.6,3,474,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,05 Au - Haidhausen,5.8,3,52,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,06 Sendling,1.2,2,168,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,07 Sendling - Westpark,3.9,21,543,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,08 Schwanthalerhöhe,100,2,2,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,09 Neuhausen - Nymphenburg,7.8,17,219,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,10 Moosach,31.3,36,115,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,11 Milbertshofen - Am Hart,9.4,16,171,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,12 Schwabing - Freimann,5.7,24,424,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,13 Bogenhausen,16.7,49,294,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,14 Berg am Laim,6.7,21,312,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,15 Trudering - Riem,26.6,107,403,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,16 Ramersdorf - Perlach,10,48,481,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,17 Obergiesing - Fasangarten,1.8,16,871,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,18 Untergiesing - Harlaching,11,11,100,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,11.7,62,530,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,20 Hadern,39.8,37,93,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,21 Pasing - Obermenzing,17.8,48,269,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,22 Aubing - Lochhausen - Langwied,70.5,55,78,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,23 Allach - Untermenzing,54.1,73,135,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,24 Feldmoching - Hasenbergl,42.5,85,200,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen in Ein- und Zweifamilienhäusern,2013,25 Laim,22,11,50,Genehmigte Wohnungen in Ein- und Zweifamilienhäusern,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,Stadt München,50.5,6009,11910,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,01 Altstadt - Lehel,87.8,36,41,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,02 Ludwigsvorstadt - Isarvorstadt,67.6,100,148,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,03 Maxvorstadt,72,131,182,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,04 Schwabing - West,71,157,221,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,05 Au - Haidhausen,32.6,154,472,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,06 Sendling,91.5,289,316,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,07 Sendling - Westpark,49.2,59,120,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,08 Schwanthalerhöhe,65.1,41,63,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,09 Neuhausen - Nymphenburg,64.5,260,403,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,10 Moosach,55,290,527,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,11 Milbertshofen - Am Hart,80,557,696,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,12 Schwabing - Freimann,41.4,191,461,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,13 Bogenhausen,41.9,486,1159,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,14 Berg am Laim,36.6,52,142,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,15 Trudering - Riem,35.5,140,394,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,16 Ramersdorf - Perlach,54.7,688,1257,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,17 Obergiesing - Fasangarten,70.7,261,369,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,18 Untergiesing - Harlaching,30,51,170,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,54.5,715,1312,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,20 Hadern,37.6,178,474,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,21 Pasing - Obermenzing,45.8,577,1260,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,22 Aubing - Lochhausen - Langwied,39.4,335,851,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,23 Allach - Untermenzing,28.1,154,548,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,24 Feldmoching - Hasenbergl,34.4,99,288,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2017,25 Laim,22.2,8,36,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,Stadt München,39.9,3450,8650,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,01 Altstadt - Lehel,14.3,4,28,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,02 Ludwigsvorstadt - Isarvorstadt,27.2,110,404,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,03 Maxvorstadt,36.5,50,137,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,04 Schwabing - West,39.3,22,56,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,05 Au - Haidhausen,23.5,12,51,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,06 Sendling,44.7,89,199,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,07 Sendling - Westpark,27.1,89,328,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,08 Schwanthalerhöhe,50,4,8,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,09 Neuhausen - Nymphenburg,35.3,262,742,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,10 Moosach,49.1,106,216,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,11 Milbertshofen - Am Hart,37.7,77,204,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,12 Schwabing - Freimann,40.7,367,901,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,13 Bogenhausen,46.6,227,487,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,14 Berg am Laim,38.9,98,252,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 1- und 2 Räumen,2016,15 Trudering - Riem,28.4,97,342,Genehmigte Wohnungen mit 1- und 2 Räumen (einschließlich Küche),Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
