Indikator,Ausprägung,Jahr,Räumliche Gliederung,Indikatorwert,Basiswert 1,Basiswert 2,Name Basiswert 1,Name Basiswert 2
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,Stadt München,40.2,4785,11910,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,01 Altstadt - Lehel,9.8,4,41,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,02 Ludwigsvorstadt - Isarvorstadt,29.1,43,148,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,03 Maxvorstadt,25.3,46,182,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,04 Schwabing - West,24.9,55,221,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,05 Au - Haidhausen,65.9,311,472,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,06 Sendling,8.5,27,316,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,07 Sendling - Westpark,34.2,41,120,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,08 Schwanthalerhöhe,34.9,22,63,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,09 Neuhausen - Nymphenburg,27.3,110,403,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,10 Moosach,35.3,186,527,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,11 Milbertshofen - Am Hart,15.8,110,696,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,12 Schwabing - Freimann,46.2,213,461,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,13 Bogenhausen,44.2,512,1159,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,14 Berg am Laim,56.3,80,142,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,15 Trudering - Riem,46.4,183,394,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,16 Ramersdorf - Perlach,34.7,436,1257,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,17 Obergiesing - Fasangarten,22.8,84,369,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,18 Untergiesing - Harlaching,52.4,89,170,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,37.6,493,1312,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,20 Hadern,52.7,250,474,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,21 Pasing - Obermenzing,46.5,586,1260,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,22 Aubing - Lochhausen - Langwied,49.6,422,851,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,23 Allach - Untermenzing,56.2,308,548,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,24 Feldmoching - Hasenbergl,53.5,154,288,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2017,25 Laim,55.6,20,36,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,Stadt München,47.8,4131,8650,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,01 Altstadt - Lehel,82.1,23,28,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,02 Ludwigsvorstadt - Isarvorstadt,63.1,255,404,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,03 Maxvorstadt,62.8,86,137,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,04 Schwabing - West,51.8,29,56,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,05 Au - Haidhausen,72.5,37,51,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,06 Sendling,53.3,106,199,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,07 Sendling - Westpark,61.6,202,328,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,08 Schwanthalerhöhe,50,4,8,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,09 Neuhausen - Nymphenburg,58.1,431,742,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,10 Moosach,37.5,81,216,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,11 Milbertshofen - Am Hart,30.4,62,204,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,12 Schwabing - Freimann,53.2,479,901,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,13 Bogenhausen,42.7,208,487,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,14 Berg am Laim,32.9,83,252,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,15 Trudering - Riem,45,154,342,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,16 Ramersdorf - Perlach,50.3,473,940,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,17 Obergiesing - Fasangarten,40,4,10,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,18 Untergiesing - Harlaching,58.3,91,156,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,38.1,311,816,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,20 Hadern,53.2,100,188,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,21 Pasing - Obermenzing,38.3,394,1028,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,22 Aubing - Lochhausen - Langwied,40.9,276,675,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,23 Allach - Untermenzing,31.5,35,111,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,24 Feldmoching - Hasenbergl,51.6,94,182,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2016,25 Laim,59.8,113,189,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,Stadt München,50.9,3809,7489,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,01 Altstadt - Lehel,60,63,105,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,02 Ludwigsvorstadt - Isarvorstadt,75,3,4,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,03 Maxvorstadt,53.7,88,164,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,04 Schwabing - West,41.4,87,210,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,05 Au - Haidhausen,50,153,306,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,06 Sendling,29.4,15,51,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,07 Sendling - Westpark,53.8,179,333,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,08 Schwanthalerhöhe,100,2,2,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,09 Neuhausen - Nymphenburg,61.3,114,186,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,10 Moosach,57.8,63,109,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,11 Milbertshofen - Am Hart,46.6,204,438,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,12 Schwabing - Freimann,64.7,277,428,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,13 Bogenhausen,48.3,402,833,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,14 Berg am Laim,42.4,173,408,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,15 Trudering - Riem,61.5,393,639,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,16 Ramersdorf - Perlach,47,529,1125,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,17 Obergiesing - Fasangarten,28.9,87,301,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,18 Untergiesing - Harlaching,60.9,53,87,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,62.7,210,335,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,20 Hadern,53.4,47,88,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,21 Pasing - Obermenzing,47.2,185,392,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,22 Aubing - Lochhausen - Langwied,47.3,203,429,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,23 Allach - Untermenzing,47.8,76,159,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,24 Feldmoching - Hasenbergl,55.5,117,211,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2015,25 Laim,58.9,86,146,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,Stadt München,43.8,3344,7627,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,01 Altstadt - Lehel,50,1,2,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,02 Ludwigsvorstadt - Isarvorstadt,58.1,36,62,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,03 Maxvorstadt,59.4,76,128,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,04 Schwabing - West,38.6,78,202,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,05 Au - Haidhausen,79,124,157,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,06 Sendling,27,152,564,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,07 Sendling - Westpark,62.3,350,562,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,08 Schwanthalerhöhe,88,0,0,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,09 Neuhausen - Nymphenburg,47.1,24,51,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,10 Moosach,20.4,123,604,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,11 Milbertshofen - Am Hart,55.1,113,205,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,12 Schwabing - Freimann,35.5,272,766,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,13 Bogenhausen,54.1,92,170,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,14 Berg am Laim,62.5,160,256,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,15 Trudering - Riem,56.4,308,546,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,16 Ramersdorf - Perlach,31.1,283,909,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,17 Obergiesing - Fasangarten,27.4,23,84,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
Baugenehmigungen,Wohnungen mit 3- und 4 Räumen,2014,18 Untergiesing - Harlaching,50.9,59,116,Genehmigte Wohnungen mit 3- und 4 Räumen (einschließlich Küche) ,Alle genehmigten Neubauwohnungen in Wohngebäuden (ohne Maßnahmen an bestehenden Gebäuden)
